shift,mean_prediction_change,mean_abs_prediction_change,mean_rmse,mean_rmse_change
-1.0,-0.5483863412040738,0.5483863412040738,0.7165321546951223,0.3287860987885739
-0.5,-0.27419317060203696,0.27419317060203696,0.5038378666659518,0.1160918107594033
-0.25,-0.13709658530101848,0.13709658530101848,0.4281382489590813,0.04039219305253282
0.25,0.13709658530101845,0.13709658530101845,0.39355666265956146,0.00581060675301297
0.5,0.2741931706020369,0.2741931706020369,0.44638275814802536,0.058636702241476844
1.0,0.5483863412040739,0.5483863412040739,0.6313131741249911,0.24356711821844262
